qa_id,key,kind,score
training_1119,A,present,-0.9843749701976776
training_1119,B,present,-4.624999810010195
training_1119,C,present,1.234375
training_1119,D,present,-2.281249977648258
training_1924,A,letter,-2.48269271850586
training_1924,B,letter,-1.3420677185058594
training_1924,C,letter,-0.5295676589012146
training_1924,D,letter,-2.73269271850586
training_3031,A,letter,-2.2719221115112305
training_3031,B,letter,-0.86567223072052
training_3031,C,letter,-0.94379723072052
training_3031,D,letter,-2.4594221115112305
training_0309,A,letter,-4.086920738220215
training_0309,B,letter,-2.727545976638794
training_0309,C,letter,-2.024420976638794
training_0309,D,letter,-0.2431709021329879
training_1120,A,present,-1.4999999403953552
training_1120,B,present,1.3906249403953552
training_1120,C,present,-4.453124975785613
training_1120,D,present,-1.5312499850988388
training_1925,A,letter,-4.913042068481445
training_1925,B,letter,-0.194291889667511
training_1925,C,letter,-4.709917068481445
training_1925,D,letter,-1.8349168300628664
training_3032,A,letter,-1.9418976306915283
training_3032,B,letter,-4.082522392272949
training_3032,C,letter,-1.0200226306915283
training_3032,D,letter,-0.7387725710868835
training_0310,A,letter,-0.1279792785644531
training_0310,B,letter,-3.018604278564453
training_0310,C,letter,-4.096729278564453
training_0310,D,letter,-2.924854278564453
training_1121,A,present,-1.3906249850988388
training_1121,B,present,-3.859374901279807
training_1121,C,present,0.8906249701976776
training_1121,D,present,-1.015625
training_1926,A,letter,-4.346175670623779
training_1926,B,letter,-5.533675670623779
training_1926,C,letter,-0.189925879240036
training_1926,D,letter,-1.8618009090423584
training_3033,A,letter,-1.456009030342102
training_3033,B,letter,-3.0810089111328125
training_3033,C,letter,-0.581009030342102
training_3033,D,letter,-1.831009030342102
training_0312,A,letter,-2.5395216941833496
training_0312,B,letter,-0.1645217388868332
training_0312,C,letter,-7.41452169418335
training_0312,D,letter,-2.6332716941833496
training_1123,A,present,0.40625
training_1123,B,present,-6.609374905820005
training_1123,C,present,-0.5
training_1123,D,present,1.21875
training_1928,A,letter,-3.3092081546783447
training_1928,B,letter,-3.6373331546783447
training_1928,C,letter,-3.7623331546783447
training_1928,D,letter,-0.0904582291841507
training_2529,CADB,perm,1.0
training_2529,A<B,pair,0.8593749403953552
training_2529,A<C,pair,-2.328125
training_2529,A<D,pair,0.921875
training_2529,B<C,pair,-3.437500052154064
training_2529,B<D,pair,-0.7812500298023224
training_2529,C<D,pair,4.437500165775418
training_3035,A,letter,-3.2945032119750977
training_3035,B,letter,-4.607003211975098
training_3035,C,letter,-3.6695032119750977
training_3035,D,letter,-0.0757532492280006
training_0316,A,letter,-3.7955074310302734
training_0316,B,letter,-6.764257431030273
training_0316,C,letter,-0.1392574906349182
training_0316,D,letter,-2.248632431030273
training_1127,A,present,-5.890624986262992
training_1127,B,present,-5.046874917577952
training_1127,C,present,-5.92187518090941
training_1127,D,present,-1.0312499701976776
training_1932,A,letter,-0.5449662208557129
training_1932,B,letter,-2.232466220855713
training_1932,C,letter,-1.763716220855713
training_1932,D,letter,-1.966841220855713
training_3039,A,letter,-0.961567521095276
training_3039,B,letter,-2.1803174018859863
training_3039,C,letter,-2.1646924018859863
training_3039,D,letter,-0.945942521095276
training_0320,A,letter,-4.8736572265625
training_0320,B,letter,-0.0455321073532104
training_0320,C,letter,-3.3892822265625
training_0320,D,letter,-5.9517822265625
training_1131,A,present,0.4374999701976776
training_1131,B,present,1.2187500596046448
training_1131,C,present,-0.390625
training_1131,D,present,-4.531250172294676
training_1936,A,letter,-4.903947830200195
training_1936,B,letter,-5.325822830200195
training_1936,C,letter,-2.419572591781616
training_1936,D,letter,-0.1070725992321968
training_2534,DBAC,perm,1.0
training_2534,A<B,pair,-1.7187499850988388
training_2534,A<C,pair,-0.390625
training_2534,A<D,pair,-2.625000037252903
training_2534,B<C,pair,1.2343749403953552
training_2534,B<D,pair,1.0312499701976776
training_2534,C<D,pair,-1.5000000149011612
training_3043,A,letter,-0.0396458432078361
training_3043,B,letter,-4.086520671844482
training_3043,C,letter,-4.133395671844482
training_3043,D,letter,-5.164645671844482
training_0323,A,letter,-3.996678590774536
training_0323,B,letter,-5.027928352355957
training_0323,C,letter,-0.0279285609722137
training_0323,D,letter,-6.137303352355957
training_1134,A,present,-3.515624949708581
training_1134,B,present,-3.0156249962747097
training_1134,C,present,-0.78125
training_1134,D,present,-1.2812499850988388
training_1939,A,letter,-1.4191532135009766
training_1939,B,letter,-0.7941532135009766
training_1939,C,letter,-3.669153213500977
training_1939,D,letter,-1.2785282135009766
training_2537,BADC,perm,1.0
training_2537,A<B,pair,-1.1718749701976776
training_2537,A<C,pair,1.515625
training_2537,A<D,pair,0.6249999701976776
training_2537,B<C,pair,2.7812500409781933
training_2537,B<D,pair,2.046874910593033
training_2537,C<D,pair,-1.1718749701976776
training_3046,A,letter,-2.132764339447021
training_3046,B,letter,-1.929639220237732
training_3046,C,letter,-0.6483892202377319
training_3046,D,letter,-1.554639220237732
training_0324,A,letter,-5.237309455871582
training_0324,B,letter,-0.1435595452785492
training_0324,C,letter,-2.549809455871582
training_0324,D,letter,-3.018559455871582
training_1135,A,present,-3.000000070780516
training_1135,B,present,-0.1875
training_1135,C,present,-5.093749839812517
training_1135,D,present,-3.5156250055879354
training_1940,A,letter,-4.791354656219482
training_1940,B,letter,-3.8851046562194815
training_1940,C,letter,-0.1194795593619346
training_1940,D,letter,-2.4944796562194824
training_2538,CBDA,perm,1.0
training_2538,A<B,pair,-3.984374796971679
training_2538,A<C,pair,-2.7812500335276127
training_2538,A<D,pair,-0.140625
training_2538,B<C,pair,1.9531249403953552
training_2538,B<D,pair,3.875000035390258
training_2538,C<D,pair,2.7031251192092896
training_3047,A,letter,-1.5889341831207275
training_3047,B,letter,-2.8545591831207275
training_3047,C,letter,-0.8545591235160828
training_3047,D,letter,-1.1670591831207275
training_0325,A,letter,-1.295596718788147
training_0325,B,letter,-1.748721718788147
training_0325,C,letter,-0.623721718788147
training_0325,D,letter,-4.233096599578857
training_1136,A,present,-4.328125115483999
training_1136,B,present,-1.6406249701976776
training_1136,C,present,-3.5781249459832907
training_1136,D,present,-2.703125089406967
training_1941,A,letter,-0.312263548374176
training_1941,B,letter,-3.0310134887695312
training_1941,C,letter,-4.484138488769531
training_1941,D,letter,-1.5778884887695312
training_2539,CBDA,perm,1.0
training_2539,A<B,pair,-0.375
training_2539,A<C,pair,-1.1875000596046448
training_2539,A<D,pair,0.0625
training_2539,B<C,pair,-1.234375
training_2539,B<D,pair,0.7812499403953552
training_2539,C<D,pair,2.187500037252903
training_3048,A,letter,-0.9045643210411072
training_3048,B,letter,-1.560814380645752
training_3048,C,letter,-1.217064380645752
training_3048,D,letter,-2.435814380645752
training_0326,A,letter,-0.8878754377365112
training_0326,B,letter,-3.216000556945801
training_0326,C,letter,-0.6222504377365112
training_0326,D,letter,-4.747250556945801
training_1137,A,present,-2.0781249552965164
training_1137,B,present,-2.4374999552965164
training_1137,C,present,-5.65624997834675
training_1137,D,present,1.0937499701976776
training_1942,A,letter,-4.820737361907959
training_1942,B,letter,-3.805112361907959
training_1942,C,letter,-0.0394872575998306
training_1942,D,letter,-4.883237361907959
training_2540,BADC,perm,1.0
training_2540,A<B,pair,-4.15625012293458
training_2540,A<C,pair,-2.1093749925494194
training_2540,A<D,pair,-1.6718749701976776
training_2540,B<C,pair,1.4999999552965164
training_2540,B<D,pair,2.578125111758709
training_2540,C<D,pair,0.140625
training_3049,A,letter,-5.661543846130371
training_3049,B,letter,-3.020918846130371
training_3049,C,letter,-3.177168846130371
training_3049,D,letter,-0.0990437939763069
training_0330,A,letter,-1.4959056377410889
training_0330,B,letter,-5.620905876159668
training_0330,C,letter,-0.5740306377410889
training_0330,D,letter,-1.5740306377410889
training_1141,A,present,-3.4062500186264515
training_1141,B,present,-3.437499973922968
training_1141,C,present,0.5937500298023224
training_1141,D,present,-1.9999999701976776
training_1946,A,letter,-1.390101194381714
training_1946,B,letter,-0.6401011347770691
training_1946,C,letter,-2.015101194381714
training_1946,D,letter,-2.436976194381714
training_3053,A,letter,-2.5758183002471924
training_3053,B,letter,-1.903943419456482
training_3053,C,letter,-0.2789433896541595
training_3053,D,letter,-4.075818538665772
training_0334,A,letter,-1.1749027967453003
training_0334,B,letter,-3.6592776775360103
training_0334,C,letter,-7.25302791595459
training_0334,D,letter,-0.4092777669429779
training_1145,A,present,-1.1874999701976776
training_1145,B,present,2.031250014901161
training_1145,C,present,-1.3593750447034836
training_1145,D,present,-0.7656250298023224
training_1950,A,letter,-5.920356750488281
training_1950,B,letter,-1.5609817504882812
training_1950,C,letter,-4.967231750488281
training_1950,D,letter,-0.2484817504882812
training_2545,CBAD,perm,1.0
training_2545,A<B,pair,-0.5781249701976776
training_2545,A<C,pair,-2.812500093132257
training_2545,A<D,pair,-0.140625
training_2545,B<C,pair,-1.5937500298023224
training_2545,B<D,pair,0.765625
training_2545,C<D,pair,2.406250052154064
training_3057,A,letter,-2.060774564743042
training_3057,B,letter,-3.404524564743042
training_3057,C,letter,-0.2482746690511703
training_3057,D,letter,-2.842024564743042
training_0335,A,letter,-5.475813388824463
training_0335,B,letter,-0.0070631811395287
training_0335,C,letter,-6.272688388824463
training_0335,D,letter,-7.257063388824463
training_1146,A,present,0.8593749403953552
training_1146,B,present,-3.093749962747097
training_1146,C,present,-2.609375089406967
training_1146,D,present,-3.390625052154064
training_1951,A,letter,-6.137670040130615
training_1951,B,letter,-8.762670516967773
training_1951,C,letter,-0.0126701388508081
training_1951,D,letter,-4.590795040130615
training_2546,BADC,perm,1.0
training_2546,A<B,pair,-1.8593749105930328
training_2546,A<C,pair,0.71875
training_2546,A<D,pair,3.0000001154839997
training_2546,B<C,pair,4.796874837018549
training_2546,B<D,pair,6.703125103376806
training_2546,C<D,pair,3.4375000558793545
training_3058,A,letter,-0.9563416838645936
training_3058,B,letter,-1.9563417434692385
training_3058,C,letter,-0.8000916838645935
training_3058,D,letter,-3.7532167434692383
training_0341,A,letter,-1.368769645690918
training_0341,B,letter,-1.556269645690918
training_0341,C,letter,-0.6500195860862732
training_0341,D,letter,-4.665644645690918
training_1152,A,present,-1.1562499701976776
training_1152,B,present,0.078125
training_1152,C,present,-3.343749951571226
training_1152,D,present,-6.15624987706542
training_1957,A,letter,-4.837709903717041
training_1957,B,letter,-0.0252098813652992
training_1957,C,letter,-6.197084903717041
training_1957,D,letter,-4.228334903717041
training_3064,A,letter,-1.0928878784179688
training_3064,B,letter,-0.6866379380226135
training_3064,C,letter,-3.4522628784179688
training_3064,D,letter,-2.0616378784179688
training_0345,A,letter,-1.3857765197753906
training_0345,B,letter,-3.948276519775391
training_0345,C,letter,-0.448276549577713
training_0345,D,letter,-2.40140151977539
training_1156,A,present,-2.5000001043081284
training_1156,B,present,-0.9375
training_1156,C,present,-1.3750000149011612
training_1156,D,present,-3.8750000074505806
training_1961,A,letter,-1.686202883720398
training_1961,B,letter,-0.3580778837203979
training_1961,C,letter,-3.764328002929688
training_1961,D,letter,-2.3893280029296875
training_3068,A,letter,-3.259493112564087
training_3068,B,letter,-4.306367874145508
training_3068,C,letter,-5.915742874145508
training_3068,D,letter,-0.0563680231571197
training_0347,A,letter,-4.73654317855835
training_0347,B,letter,-4.95529317855835
training_0347,C,letter,-0.017793083563447
training_0347,D,letter,-6.53341817855835
training_1158,A,present,0.6874999403953552
training_1158,B,present,-2.6406249552965164
training_1158,C,present,0.125
training_1158,D,present,-1.6718749552965164
training_1963,A,letter,-2.338306427001953
training_1963,B,letter,-4.541431427001953
training_1963,C,letter,-0.1351814866065979
training_1963,D,letter,-3.978931427001953
training_3070,A,letter,-1.1877201795578003
training_3070,B,letter,-1.6095951795578003
training_3070,C,letter,-1.9064701795578003
training_3070,D,letter,-1.0627201795578003
training_0350,A,letter,-3.2588818073272705
training_0350,B,letter,-0.0401318669319152
training_0350,C,letter,-7.44638204574585
training_0350,D,letter,-8.540131568908691
training_1161,A,present,-4.500000203028321
training_1161,B,present,-1.5937500149011612
training_1161,C,present,-2.4062500670552254
training_1161,D,present,2.5312500596046448
training_1966,A,letter,-2.3285837173461914
training_1966,B,letter,-1.7660837173461914
training_1966,C,letter,-1.5942087173461914
training_1966,D,letter,-0.6410837173461914
training_3073,A,letter,-3.187546968460083
training_3073,B,letter,-3.812546968460083
training_3073,C,letter,-2.984421968460083
training_3073,D,letter,-0.125046893954277
training_0353,A,letter,-5.285057067871094
training_0353,B,letter,-5.269432067871094
training_0353,C,letter,-1.4413073062896729
training_0353,D,letter,-0.2850572466850281
training_1164,A,present,-3.4062500074505806
training_1164,B,present,-1.3125000447034836
training_1164,C,present,-2.0468750596046448
training_1164,D,present,-3.5312500949949026
training_1969,A,letter,-2.0880279541015625
training_1969,B,letter,-2.1349029541015625
training_1969,C,letter,-0.869278073310852
training_1969,D,letter,-1.088028073310852
training_2549,ABDC,perm,1.0
training_2549,A<B,pair,0.046875
training_2549,A<C,pair,0.9375000298023224
training_2549,A<D,pair,-1.0468750298023224
training_2549,B<C,pair,1.6874999403953552
training_2549,B<D,pair,0.046875
training_2549,C<D,pair,-1.7343749850988388
training_3076,A,letter,-0.8757733106613159
training_3076,B,letter,-0.938273310661316
training_3076,C,letter,-1.891398310661316
training_3076,D,letter,-3.250773429870605
training_0374,A,letter,-4.745265483856201
training_0374,B,letter,-0.0421404764056205
training_0374,C,letter,-3.542140483856201
training_0374,D,letter,-5.745265483856201
training_1185,A,present,-0.453125
training_1185,B,present,-6.281250037718564
training_1185,C,present,-2.5781249701976776
training_1185,D,present,-3.234374903142452
training_1989,A,letter,-0.3914015591144562
training_1989,B,letter,-3.672651529312134
training_1989,C,letter,-1.6414015293121338
training_1989,D,letter,-2.266401529312134
training_2555,ABDC,perm,1.0
training_2555,A<B,pair,5.765624941326678
training_2555,A<C,pair,7.015625192900188
training_2555,A<D,pair,4.578124879859388
training_2555,B<C,pair,4.031250160187483
training_2555,B<D,pair,0.6406250596046448
training_2555,C<D,pair,-2.984374944120645
training_3097,A,letter,-0.4052094221115112
training_3097,B,letter,-1.4833344221115112
training_3097,C,letter,-2.311459541320801
training_3097,D,letter,-5.045834541320801
training_0376,A,letter,-1.8380093574523928
training_0376,B,letter,-3.2286343574523926
training_0376,C,letter,-0.5723843574523926
training_0376,D,letter,-1.4473843574523926
training_1187,A,present,-4.765624769963324
training_1187,B,present,-8.64062504118192
training_1187,C,present,0.0625
training_1187,D,present,-1.6093750596046448
training_1991,A,letter,-1.0573824644088743
training_1991,B,letter,-4.666757583618164
training_1991,C,letter,-0.5417574644088745
training_1991,D,letter,-2.807382583618164
training_2557,BCAD,perm,1.0
training_2557,A<B,pair,-3.500000052154064
training_2557,A<C,pair,-1.2031250596046448
training_2557,A<D,pair,0.9062499403953552
training_2557,B<C,pair,5.125000067986548
training_2557,B<D,pair,5.484374829102308
training_2557,C<D,pair,1.8750000596046448
training_3099,A,letter,-0.8566291332244873
training_3099,B,letter,-5.216004371643066
training_3099,C,letter,-0.9816291332244872
training_3099,D,letter,-1.6378791332244873
training_0378,A,letter,-3.4116830825805664
training_0378,B,letter,-0.8648081421852112
training_0378,C,letter,-0.6460581421852112
training_0378,D,letter,-3.9273080825805664
training_1189,A,present,-2.796875096857548
training_1189,B,present,-2.406250052154064
training_1189,C,present,-3.4843748919665813
training_1189,D,present,-1.2656249701976776
training_1993,A,letter,-1.4312036037445068
training_1993,B,letter,-2.118703603744507
training_1993,C,letter,-2.478078603744507
training_1993,D,letter,-0.5874536633491516
training_2559,CBDA,perm,1.0
training_2559,A<B,pair,-2.0
training_2559,A<C,pair,-2.4843749925494194
training_2559,A<D,pair,-1.6406249701976776
training_2559,B<C,pair,-0.09375
training_2559,B<D,pair,0.7031249701976776
training_2559,C<D,pair,1.5937500447034836
training_3101,A,letter,-1.326676845550537
training_3101,B,letter,-0.7173018455505371
training_3101,C,letter,-2.764176845550537
training_3101,D,letter,-1.701676845550537
training_0381,A,letter,-4.385406017303467
training_0381,B,letter,-0.1197811067104339
training_0381,C,letter,-4.557281017303467
training_0381,D,letter,-2.432281017303467
training_1192,A,present,-2.6562499403953552
training_1192,B,present,-9.062500066764189
training_1192,C,present,-6.562500143889338
training_1192,D,present,-6.921875169384293
training_1996,A,letter,-2.4888389110565186
training_1996,B,letter,-0.7075889110565186
training_1996,C,letter,-1.0825889110565186
training_1996,D,letter,-2.4888389110565186
training_3104,A,letter,-2.5532643795013428
training_3104,B,letter,-3.4907643795013428
training_3104,C,letter,-0.1313894689083099
training_3104,D,letter,-4.256389617919922
training_0382,A,letter,-3.7636988162994394
training_0382,B,letter,-2.0605738162994385
training_0382,C,letter,-4.029324054718018
training_0382,D,letter,-0.1855738908052444
training_1193,A,present,-1.6718749403953552
training_1193,B,present,-9.312500322586857
training_1193,C,present,-7.93749979470158
training_1193,D,present,-1.0468750298023224
training_1997,A,letter,-0.0920313447713851
training_1997,B,letter,-4.701406478881836
training_1997,C,letter,-3.092031240463257
training_1997,D,letter,-3.435781240463257
training_3105,A,letter,-0.1170701757073402
training_3105,B,letter,-2.913945198059082
training_3105,C,letter,-3.367070198059082
training_3105,D,letter,-3.851445198059082
training_0383,A,letter,-0.5700743198394775
training_0383,B,letter,-1.835699319839477
training_0383,C,letter,-3.320074319839477
training_0383,D,letter,-1.4450743198394775
training_1194,A,present,3.000000052154064
training_1194,B,present,-2.249999918043613
training_1194,C,present,-7.031249884748831
training_1194,D,present,-4.062500100582838
training_1998,A,letter,-2.5688459873199463
training_1998,B,letter,-0.7719709277153015
training_1998,C,letter,-3.2563459873199463
training_1998,D,letter,-0.8657209277153015
training_2561,ABDC,perm,1.0
training_2561,A<B,pair,0.6875
training_2561,A<C,pair,1.5156249552965164
training_2561,A<D,pair,3.078124985098839
training_2561,B<C,pair,0.7343750298023224
training_2561,B<D,pair,2.328125037252903
training_2561,C<D,pair,0.9218749403953552
training_3106,A,letter,-1.0423040390014648
training_3106,B,letter,-0.7923040390014648
training_3106,C,letter,-3.479804039001465
training_3106,D,letter,-1.8235540390014648
training_0385,A,letter,-2.491109848022461
training_0385,B,letter,-5.584859848022461
training_0385,C,letter,-0.2254849374294281
training_0385,D,letter,-2.178609848022461
training_1196,A,present,-5.453124826774001
training_1196,B,present,-1.4843750596046448
training_1196,C,present,-2.562499962747097
training_1196,D,present,-4.843750060535967
training_2000,A,letter,-2.492587089538574
training_2000,B,letter,-0.1175871938467025
training_2000,C,letter,-4.976962089538574
training_2000,D,letter,-3.898837089538574
training_2563,CBDA,perm,1.0
training_2563,A<B,pair,-1.8750000894069672
training_2563,A<C,pair,-1.5781250447034836
training_2563,A<D,pair,-1.6406249403953552
training_2563,B<C,pair,0.5
training_2563,B<D,pair,2.312500111758709
training_2563,C<D,pair,0.390625
training_3108,A,letter,-1.1825613975524902
training_3108,B,letter,-2.5575613975524902
training_3108,C,letter,-0.6669363379478455
training_3108,D,letter,-2.3075613975524902
training_3535,A,letter,-10.01602268218994
training_3535,B,letter,-0.0003973648126702
training_3535,C,letter,-8.281647682189941
training_3537,A,letter,-8.094609260559082
training_3537,B,letter,-8.500859260559082
training_3537,C,letter,-0.0008594871615059
training_3542,A,letter,-7.737976551055908
training_3542,B,letter,-5.956726551055908
training_3542,C,letter,-0.0036013764329254
training_3544,A,letter,-9.25062370300293
training_3544,B,letter,-0.0006233894382603
training_3544,C,letter,-7.8599982261657715
training_3546,A,letter,-5.7594499588012695
training_3546,B,letter,-0.0094497529789805
training_3546,C,letter,-5.3844499588012695
training_3548,A,letter,-0.0525562763214111
training_3548,B,letter,-3.240056276321411
training_3548,C,letter,-4.755681037902832
training_3550,A,letter,-0.1584581285715103
training_3550,B,letter,-2.0490832328796387
training_3550,C,letter,-4.470958232879639
training_3552,A,letter,-0.1689213067293167
training_3552,B,letter,-2.7939212322235107
training_3552,C,letter,-2.3876712322235107
training_3555,A,letter,-1.6854314804077148
training_3555,B,letter,-1.3573064804077148
training_3555,C,letter,-0.5916815400123596
training_3559,A,letter,-3.69845461845398
training_3559,B,letter,-0.8390796184539795
training_3559,C,letter,-0.6203296184539795
training_3562,A,letter,-4.93117618560791
training_3562,B,letter,-0.0093014230951666
training_3562,C,letter,-6.57180118560791
training_3564,A,letter,-0.3193348050117492
training_3564,B,letter,-7.272459983825684
training_3564,C,letter,-1.3037097454071045
training_3567,A,letter,-0.0005654881824739
training_3567,B,letter,-8.406815528869629
training_3567,C,letter,-8.297440528869629
training_3569,A,letter,-3.782684803009033
training_3569,B,letter,-4.954559803009033
training_3569,C,letter,-0.0326848067343235
training_3571,A,letter,-0.2199991196393966
training_3571,B,letter,-1.829374074935913
training_3571,C,letter,-3.344999074935913
training_3573,A,letter,-7.532167911529541
training_3573,B,letter,-8.8759183883667
training_3573,C,letter,-0.0009180859779007
training_3576,A,letter,-9.157998085021973
training_3576,B,letter,-0.0017483439296483
training_3576,C,letter,-6.548623561859131
training_3579,A,letter,-0.0534699782729148
training_3579,B,letter,-5.584720134735107
training_3579,C,letter,-3.0534698963165283
training_3584,A,letter,-6.843307495117188
training_3584,B,letter,-0.015182526782155
training_3584,C,letter,-4.312057495117188
training_3585,A,letter,-3.058727502822876
training_3585,B,letter,-0.4493525624275207
training_3585,C,letter,-1.183727502822876
training_3968,A,letter,-1.9811995029449463
training_3968,B,letter,-1.0124495029449463
training_3968,C,letter,-0.7311995029449463
training_3968,D,letter,-4.106199264526367
training_3970,A,letter,-4.305384635925293
training_3970,B,letter,-2.211634397506714
training_3970,C,letter,-0.5553843975067139
training_3970,D,letter,-1.196009397506714
training_3590,A,letter,-5.032081604003906
training_3590,B,letter,-0.4852065443992615
training_3590,C,letter,-0.9852065443992616
training_3594,A,letter,-3.2622148990631104
training_3594,B,letter,-5.7309651374816895
training_3594,C,letter,-0.0434649065136909
training_3596,A,letter,-1.219893217086792
training_3596,B,letter,-2.188643217086792
training_3596,C,letter,-0.532393217086792
training_3599,A,letter,-8.423863410949707
training_3599,B,letter,-0.0019885781221091
training_3599,C,letter,-6.611363410949707
training_3602,A,letter,-7.927730083465576
training_3602,B,letter,-3.912105083465576
training_3602,C,letter,-0.021480182185769
training_3974,A,letter,-3.742946147918701
training_3974,B,letter,-4.399196147918701
training_3974,C,letter,-0.0710711628198623
training_3974,D,letter,-3.430446147918701
training_3606,A,letter,-0.0396894961595535
training_3606,B,letter,-3.508439540863037
training_3606,C,letter,-4.852189540863037
training_3975,A,letter,-1.7037111520767212
training_3975,B,letter,-1.5787111520767212
training_3975,C,letter,-1.1724611520767212
training_3975,D,letter,-1.2037111520767212
training_3607,A,letter,-0.3330168426036834
training_3607,B,letter,-3.536141872406006
training_3607,C,letter,-1.379891872406006
training_3977,A,letter,-2.000494718551636
training_3977,B,letter,-1.5161197185516355
training_3977,C,letter,-0.609869658946991
training_3977,D,letter,-2.297369718551636
training_3609,A,letter,-1.6293576955795288
training_3609,B,letter,-0.23873271048069
training_3609,C,letter,-4.254357814788818
training_3612,A,letter,-0.1408559828996658
training_3612,B,letter,-2.0471060276031494
training_3612,C,letter,-6.45335578918457
training_3613,A,letter,-0.8434411287307739
training_3613,B,letter,-0.905941128730774
training_3613,C,letter,-1.812191128730774
training_3982,A,letter,-2.891329050064087
training_3982,B,letter,-1.860079050064087
training_3982,C,letter,-0.3444540500640869
training_3982,D,letter,-2.531954050064087
training_3984,A,letter,-0.5375291109085083
training_3984,B,letter,-2.7875289916992188
training_3984,C,letter,-1.0687791109085083
training_3984,D,letter,-4.600028991699219
training_3985,A,letter,-1.0079855918884275
training_3985,B,letter,-4.445485591888428
training_3985,C,letter,-3.023610591888428
training_3985,D,letter,-0.5548605918884277
training_3986,A,letter,-3.2666523456573486
training_3986,B,letter,-3.5635273456573486
training_3986,C,letter,-0.5322774052619934
training_3986,D,letter,-1.0635273456573486
training_3987,A,letter,-0.8930833339691162
training_3987,B,letter,-3.018083333969116
training_3987,C,letter,-1.0337083339691162
training_3987,D,letter,-1.6899583339691162
training_3988,A,letter,-4.042845726013184
training_3988,B,letter,-1.0272207260131836
training_3988,C,letter,-0.4803456962108612
training_3988,D,letter,-5.245970726013184
training_3990,A,letter,-0.863193154335022
training_3990,B,letter,-0.988193154335022
training_3990,C,letter,-1.628818154335022
training_3990,D,letter,-4.722568035125732
training_3620,A,letter,-1.4720934629440308
training_3620,B,letter,-4.01896858215332
training_3620,C,letter,-0.3002184331417084
training_3623,A,letter,-7.501426696777344
training_3623,B,letter,-0.0014265133067965
training_3623,C,letter,-7.610801696777344
training_3626,A,letter,-0.9646221399307252
training_3626,B,letter,-1.933372139930725
training_3626,C,letter,-0.7614971399307251
training_3630,A,letter,-0.3855967223644256
training_3630,B,letter,-1.182471752166748
training_3630,C,letter,-4.651221752166748
training_3632,A,letter,-6.762721538543701
training_3632,B,letter,-4.559596538543701
training_3632,C,letter,-0.0127214584499597
training_3636,A,letter,-1.572857141494751
training_3636,B,letter,-2.588482141494751
training_3636,C,letter,-0.3384822010993957
training_3638,A,letter,-0.7823728919029236
training_3638,B,letter,-0.9229978919029236
training_3638,C,letter,-1.9542479515075684
training_3640,A,letter,-3.669968366622925
training_3640,B,letter,-4.201218605041504
training_3640,C,letter,-0.0449684672057628
training_3996,A,letter,-1.1866302490234375
training_3996,B,letter,-4.0772552490234375
training_3996,C,letter,-3.8741302490234375
training_3996,D,letter,-0.4210052192211151
training_3642,A,letter,-1.9375351667404173
training_3642,B,letter,-1.5312851667404177
training_3642,C,letter,-0.4531601667404175
training_3998,A,letter,-0.2970304787158966
training_3998,B,letter,-5.281405448913574
training_3998,C,letter,-1.4376554489135742
training_3998,D,letter,-4.281405448913574
training_4000,A,letter,-2.738893508911133
training_4000,B,letter,-0.3170185387134552
training_4000,C,letter,-5.488893508911133
training_4000,D,letter,-1.5982685089111328
training_3643,A,letter,-7.307837963104248
training_3643,B,letter,-0.010962851345539
training_3643,C,letter,-4.651587963104248
training_3646,A,letter,-5.445263385772705
training_3646,B,letter,-6.054638385772705
training_3646,C,letter,-0.0077633331529796
training_3649,A,letter,-0.0397299379110336
training_3649,B,letter,-3.774104833602905
training_3649,C,letter,-4.227230072021484
training_3652,A,letter,-8.328959465026855
training_3652,B,letter,-8.188334465026855
training_3652,C,letter,-0.0008344743982888
training_3656,A,letter,-0.9960069060325624
training_3656,B,letter,-0.4960069060325622
training_3656,C,letter,-3.964756965637207
training_3658,A,letter,-5.36836576461792
training_3658,B,letter,-6.00899076461792
training_3658,C,letter,-0.0089909937232732
training_4002,A,letter,-1.160933494567871
training_4002,B,letter,-0.8796834945678711
training_4002,C,letter,-2.739058494567871
training_4002,D,letter,-1.582808494567871
training_3663,A,letter,-2.371342897415161
training_3663,B,letter,-2.480717897415161
training_3663,C,letter,-0.1994679421186447
training_3665,A,letter,-1.331613540649414
training_3665,B,letter,-4.144113540649414
training_3665,C,letter,-0.3316135704517364
training_4005,A,letter,-3.7692713737487793
training_4005,B,letter,-4.378646373748779
training_4005,C,letter,-3.5661463737487797
training_4005,D,letter,-0.0661464929580688
training_4007,A,letter,-0.7640954256057739
training_4007,B,letter,-2.6234703063964844
training_4007,C,letter,-0.951595425605774
training_4007,D,letter,-2.5922203063964844
training_3668,A,letter,-5.228156566619873
training_3668,B,letter,-3.415656566619873
training_3668,C,letter,-0.0406565740704536
training_3670,A,letter,-0.7676013708114624
training_3670,B,letter,-3.267601490020752
training_3670,C,letter,-0.7051013708114624
training_3672,A,letter,-4.939677238464356
training_3672,B,letter,-0.0178021006286144
training_3672,C,letter,-4.767802238464356
training_4010,A,letter,-3.1228487491607666
training_4010,B,letter,-0.9822238087654114
training_4010,C,letter,-3.3259737491607666
training_4010,D,letter,-0.6072238087654114
training_3674,A,letter,-4.31252908706665
training_3674,B,letter,-6.65627908706665
training_3674,C,letter,-0.0156540628522634
training_4012,A,letter,-0.7046376466751099
